source_code,source_id,question,choice_a,choice_b,choice_c,choice_d,choice_e,answers,explanation,explanation_url,flags,metadata
pe-19,048,"A company that does business online needs to quickly deliver new functionality in an iterative manner, minimizing the time to market. <br/> Which AWS Cloud feature can provide this?",Elasticity,High availability,Agility,Reliability,,['c'],,https://aws.amazon.com/devops/partner-solutions/,,
pe-19,049,Which features or services can be used to monitor costs and expenses for an AWS account? (Choose two.),AWS Cost and Usage report,AWS product pages,AWS Simple Monthly Calculator,Billing alerts and Amazon CloudWatch alarms,AWS Price List API,"['a', 'd']",,https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/monitor_estimated_charges_with_cloudwatch.html,,
pe-19,050,Amazon Route 53 enables users to:,encrypt data in transit,register DNS domain names,generate and manage SSL certificates,establish a dedicated network connection to AWS,,['b'],,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/Welcome.html,,
pe-20,001,Which AWS service helps identify malicious or unauthorized activities in AWS accounts and workloads?,Amazon Rekognition,AWS Trusted Advisor,Amazon GuardDuty,Amazon CloudWatch,,['c'],,https://aws.amazon.com/guardduty/,,
pe-20,002,A company wants to try a third-party ecommerce solution before deciding to use it long term. <br/> Which AWS service or tool will support this effort?,AWS Marketplace,AWS Partner Network (APN),AWS Managed Services,AWS Service Catalog,,['a'],,https://aws.amazon.com/about-aws/whats-new/2019/09/aws-marketplace-easier-to-find-solutions-from-aws-console/,,
pe-20,003,Which AWS service is a managed NoSQL database?,Amazon Redshift,Amazon DynamoDB,Amazon Aurora,Amazon RDS for MariaDB,,['b'],,https://aws.amazon.com/dynamodb/,,
pe-20,004,Which AWS service should be used to create a billing alarm?,AWS Trusted Advisor,AWS CloudTrail,Amazon CloudWatch,Amazon QuickSight,,['c'],,https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/monitor_estimated_charges_with_cloudwatch.html,,
pe-20,005,A company is hosting a web application in a Docker container on Amazon EC2. <br/> AWS is responsible for which of the following tasks?,Scaling the web application and services developed with Docker,Provisioning or scheduling containers to run on clusters and maintain their availability,Performing hardware maintenance in the AWS facilities that run the AWS Cloud,"Managing the guest operating system, including updates and security patches",,['c'],,https://aws.amazon.com/getting-started/tutorials/deploy-docker-containers/,,
pe-20,006,Users are reporting latency when connecting to a website with a global customer base. <br/> Which AWS service will improve the customer experience by reducing latency?,Amazon CloudFront,AWS Direct Connect,Amazon EC2 Auto Scaling,AWS Transit Gateway,,['a'],,https://aws.amazon.com/getting-started/tutorials/deliver-content-faster/,,
pe-20,007,Which actions represent best practices for using AWS IAM? (Choose two.),Configure a strong password policy,Share the security credentials among users of AWS accounts who are in the same Region,Use access keys to log in to the AWS Management Console,Rotate access keys on a regular basis,Avoid using IAM roles to delegate permissions,"['a', 'd']",,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,,
pe-20,008,Which AWS feature or service can be used to capture information about incoming and outgoing traffic in an AWS VPC infrastructure?,AWS Config,VPC Flow Logs,AWS Trusted Advisor,AWS CloudTrail,,['b'],,https://docs.aws.amazon.com/vpc/latest/userguide/flow-logs.html,,
pe-20,009,"A company wants to use an AWS service to monitor the health of application endpoints, with the ability to route traffic to healthy regional endpoints to improve application availability. <br/> Which service will support these requirements?",Amazon Inspector,Amazon CloudWatch,AWS Global Accelerator,Amazon CloudFront,,['c'],"- AWS Global Accelerator uses the AWS global network to optimize the path from your users to your applications, improving the performance of your traffic by as much as 60%.",,,
pe-20,010,"According to the AWS Well-Architected Framework, what change management steps should be taken to achieve reliability in the AWS Cloud? (Choose two.)",Use AWS Config to generate an inventory of AWS resources,Use service limits to prevent users from creating or making changes to AWS resources,Use AWS CloudTrail to record AWS API calls into an auditable log file,Use AWS Certificate Manager to whitelist approved AWS resources and services,Use Amazon GuardDuty to validate configuration changes made to AWS resources,"['a', 'c']",,,,
pe-20,011,Which service can be used to monitor and receive alerts for AWS account root user AWS Management Console sign-in events?,Amazon CloudWatch,AWS Config,AWS Trusted Advisor,AWS IAM,,['a'],,https://aws.amazon.com/blogs/mt/monitor-and-notify-on-aws-account-root-user-activity/,,
pe-20,012,Which design principle should be considered when architecting in the AWS Cloud?,Think of servers as non-disposable resources,Use synchronous integration of services,Design loosely coupled components,Implement the least permissive rules for security groups,,['c'],,https://www.botmetric.com/blog/aws-cloud-architecture-design-principles/,,
pe-20,013,Which AWS services can be used to move data from on-premises data centers to AWS? (Choose two.),AWS Snowball,AWS Lambda,AWS ElastiCache,AWS Database Migration Service (AWS DMS),Amazon API Gateway,"['a', 'd']",,https://aws.amazon.com/snowball/,,
pe-20,014,A batch workload takes 5 hours to finish on an Amazon EC2 instance. The amount of data to be processed doubles monthly and the processing time is proportional. <br/> What is the best cloud architecture to address this consistently growing demand?,Run the application on a bigger EC2 instance size.,Switch to an EC2 instance family that better matches batch requirements.,Distribute the application across multiple EC2 instances and run the workload in parallel.,Run the application on a bare metal EC2 instance.,,['c'],,,,
pe-20,015,Each department within a company has its own independent AWS account and its own payment method. New company leadership wants to centralize departmental governance and consolidate payments. <br/> How can this be achieved using AWS services or features?,Forward monthly invoices for each account. Then create IAM roles to allow cross-account access.,Create a new AWS account. Then configure AWS Organizations and invite all existing accounts to join.,Configure AWS Organizations in each of the existing accounts. Then link all accounts together.,Use Cost Explorer to combine costs from all accounts. Then replicate IAM policies across accounts.,,['b'],,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_accounts.html,,
pe-20,016,The ability to horizontally scale Amazon EC2 instances based on demand is an example of which concept in the AWS Cloud value proposition?,Economy of scale,Elasticity,High availability,Agility,,['b'],,,,
pe-20,017,An ecommerce company anticipates a huge increase in web traffic for two very popular upcoming shopping holidays. <br/> Which AWS service or feature can be configured to dynamically adjust resources to meet this change in demand?,AWS CloudTrail,Amazon EC2 Auto Scaling,Amazon Forecast,AWS Config,,['b'],,https://aws.amazon.com/autoscaling/,,
pe-20,018,Which AWS service enables users to securely connect to AWS resources over the public internet?,Amazon VPC peering,AWS Direct Connect,AWS VPN,Amazon Pinpoint,,['c'],,https://d1.awsstatic.com/whitepapers/aws-security-whitepaper.pdf,,
pe-20,019,Which tool is used to forecast AWS spending?,AWS Trusted Advisor,AWS Organizations,Cost Explorer,Amazon Inspector,,['c'],,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/ce-forecast.html,,
pe-20,020,"A company is running an ecommerce application hosted in Europe. To decrease latency for users who access the website from other parts of the world, the company would like to cache frequently accessed static content closer to the users. <br/> Which AWS service will support these requirements?",Amazon ElastiCache,Amazon CloudFront,Amazon Elastic File System (Amazon EFS),Amazon Elastic Block Store (Amazon EBS),,['b'],- Amazon CloudFront employs a global network of edge locations and regional edge caches that cache copies of your content close to your viewers.,,,
pe-20,021,Which of the following is a component of the AWS Global Infrastructure?,Amazon Alexa,AWS Regions,Amazon Lightsail,AWS Organizations,,['b'],,https://aws.amazon.com/about-aws/global-infrastructure/,,
pe-20,022,Which AWS service will help users determine if an application running on an Amazon EC2 instance has sufficient CPU capacity?,Amazon CloudWatch,AWS Config,AWS CloudTrail,Amazon Inspector,,['a'],,https://aws.amazon.com/ec2/faqs/,,
pe-20,023,Why is it beneficial to use Elastic Load Balancers with applications?,They allow for the conversion from Application Load Balancers to Classic Load Balancers.,They are capable of handling constant changes in network traffic patterns.,They automatically adjust capacity.,They are provided at no charge to users.,,['b'],,https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/what-is-load-balancing.html,,
pe-20,024,Which tasks are the customer's responsibility in the AWS shared responsibility model? (Choose two.),Infrastructure facilities access management,Cloud infrastructure hardware lifecycle management,Configuration management of user's applications,Networking infrastructure protection,Security groups configuration,"['c', 'e']",,https://cloudacademy.com/blog/aws-shared-responsibility-model-security/,,
pe-20,025,"IT systems should be designed to reduce interdependencies, so that a change or failure in one component does not cascade to other components. <br/> This is an example of which principle of cloud architecture design?",Scalability,Loose coupling,Automation,Automatic scaling,,['b'],,https://d1.awsstatic.com/whitepapers/AWS_Cloud_Best_Practices.pdf,,
pe-20,026,Which AWS service or feature can enhance network security by blocking requests from a particular network for a web application on AWS? (Choose two.),AWS WAF,AWS Trusted Advisor,AWS Direct Connect,AWS Organizations,Network ACLs,"['a', 'e']",,https://aws.amazon.com/waf/,,
pe-20,027,An application runs on multiple Amazon EC2 instances that access a shared file system simultaneously. <br/> Which AWS storage service should be used?,Amazon EBS,Amazon EFS,Amazon S3,AWS Artifact,,['b'],,https://aws.amazon.com/efs/,,
pe-20,028,"A web application is hosted on AWS using an Elastic Load Balancer, multiple Amazon EC2 instances, and Amazon RDS. <br/> Which security measures fall under the responsibility of AWS? (Choose two.)",Running a virus scan on EC2 instances,Protecting against IP spoofing and packet sniffing,Installing the latest security patches on the RDS instance,Encrypting communication between the EC2 instances and the Elastic Load Balancer,Configuring a security group and a network access control list (NACL) for EC2,"['b', 'c']",,,,
pe-20,029,What is the benefit of elasticity in the AWS Cloud?,Ensure web traffic is automatically spread across multiple AWS Regions.,Minimize storage costs by automatically archiving log data.,Enable AWS to automatically select the most cost-effective services.,Automatically adjust the required compute capacity to maintain consistent performance.,,['d'],,https://aimconsulting.com/insights/blog/the-elastic-cloud-opportunity/,,
pe-20,030,The continual reduction of AWS Cloud pricing is due to:,pay-as-you go pricing,the AWS global infrastructure,economies of scale,reserved storage pricing,,['c'],,,,
pe-20,031,A company needs an Amazon S3 bucket that cannot have any public objects due to compliance requirements. <br/> How can this be accomplished?,Enable S3 Block Public Access from the AWS Management Console.,Hold a team meeting to discuss the importance if only uploading private S3 objects.,Require all S3 objects to be manually approved before uploading.,Create a service to monitor all S3 uploads and remove any public uploads.,,['a'],,https://docs.aws.amazon.com/AmazonS3/latest/dev/access-control-block-public-access.html,,
pe-20,032,A Cloud Practitioner identifies a billing issue after examining the AWS Cost and Usage report in the AWS Management Console. <br/> Which action can be taken to resolve this?,Open a detailed case related to billing and submit it to AWS Support for help.,Upload data describing the issue to a new object in a private Amazon S3 bucket.,Create a pricing application and deploy it to a right-sized Amazon EC2 instance for more information.,Proceed with creating a new dashboard in Amazon QuickSight.,,['a'],< https://docs.aws.amazon.com/awssupport/latest/user/case-management.html>,,,
pe-20,033,What does the AWS Simple Monthly Calculator do?,Compares on-premises costs to colocation environments,Estimates monthly billing based on projected usage,Estimates power consumption at existing data centers,Estimates CPU utilization,,['b'],,https://aws.amazon.com/blogs/aws/estimate-your-c/,,
pe-20,034,Who is responsible for patching the guest operating system for Amazon RDS?,The AWS Product team,The customer Database Administrator,Managed partners,AWS Support,,['b'],,https://aws.amazon.com/compliance/shared-responsibility-model/,,
pe-20,035,Which AWS services may be scaled using AWS Auto Scaling? (Choose two.),Amazon EC2,Amazon DynamoDB,Amazon S3,Amazon Route 53,Amazon Redshift,"['a', 'b']",,https://aws.amazon.com/autoscaling/faqs/,,
pe-20,036,Which of the following are benefits of AWS Global Accelerator? (Choose two.),Reduced cost to run services on AWS,Improved availability of applications deployed on AWS,Higher durability of data stored on AWS,Decreased latency to reach applications deployed on AWS,Higher security of data stored on AWS,"['b', 'd']",,https://aws.amazon.com/global-accelerator/faqs/,,
pe-20,037,A user who wants to get help with billing and reactivate a suspended account should submit an account and billing request to:,the AWS Support forum,AWS Abuse,an AWS Solutions Architect,AWS Support,,['d'],,https://aws.amazon.com/premiumsupport/knowledge-center/reactivate-suspended-account/,,
pe-20,038,Which AWS Cloud best practice uses the elasticity and agility of cloud computing?,Provision capacity based on past usage and theoretical peaks,Dynamically and predictively scale to meet usage demands,Build the application and infrastructure in a data center that grants physical access,Break apart the application into loosely coupled components,,['b'],"- In a traditional computing environment, you provision capacity based on an estimate of a theoretical maximum peak.",,,
pe-20,039,Which method helps to optimize costs of users moving to the AWS Cloud?,Paying only for what is used,Purchasing hardware before it is needed,Manually provisioning cloud resources,Purchasing for the maximum possible load,,['a'],,https://www.cloudmanagementinsider.com/ways-to-optimize-aws-cost/,,
pe-20,040,"Under the AWS shared responsibility model, which of the following is a customer responsibility?",Installing security patches for the Xen and KVM hypervisors,Installing operating system patches for Amazon DynamoDB,Installing operating system security patches for Amazon EC2 database instances,Installing operating system security patches for Amazon RDS database instances,,['c'],,https://aws.amazon.com/compliance/shared-responsibility-model/,,
pe-20,041,The AWS Cost Management tools give users the ability to do which of the following? (Choose two.),Terminate all AWS resources automatically if budget thresholds are exceeded.,"Break down AWS costs by day, service, and linked AWS account.",Create budgets and receive notifications if current of forecasted usage exceeds the budgets.,"Switch automatically to Reserved Instances or Spot Instances, whichever is most cost-effective.",Move data stored in Amazon S3 to a more cost-effective storage class.,"['b', 'c']",,,,
pe-20,042,"Under the AWS shared responsibility model, the security and patching of the guest operating system is the responsibility of:",AWS Support,the customer,AWS Systems Manager,AWS Config,,['b'],,https://aws.amazon.com/compliance/shared-responsibility-model/,,
pe-20,043,"Which AWS service makes it easy to create and manage AWS users and groups, and provide them with secure access to AWS resources at no charge?",AWS Direct Connect,Amazon Connect,AWS Identity and Access Management (IAM),AWS Firewall Manager,,['c'],,https://docs.aws.amazon.com/IAM/latest/UserGuide/console_controlling-access.html,,
pe-20,044,Which AWS service provides on-demand of AWS security and compliance documentation?,AWS Directory Service,AWS Artifact,AWS Trusted Advisor,Amazon Inspector,,['b'],.,"https://aws.amazon.com/artifact/#:~:text=AWS%20Artifact%20is%20your%20go,reports%20and%20select%20online%20agreements",,
pe-20,045,Which AWS service can be used to turn text into life-like speech?,Amazon Polly,Amazon Transcribe,Amazon Rekognition,Amazon Lex,,['a'],.,"https://aws.amazon.com/polly/#:~:text=Amazon%20Polly%20is%20a%20service,synthesize%20natural%20sounding%20human%20speech",,
pe-20,046,What is one of the core principles to follow when designing a highly available application in the AWS Cloud?,Design using a serverless architecture,Assume that all components within an application can fail,Design AWS Auto Scaling into every application,Design all components using open-source code,,['b'],,,,
pe-20,047,"A user needs to generate a report that outlines the status of key security checks in an AWS account. The report must include: <br/> (The status of Amazon S3 bucket permissions, Whether multi-factor authentication is enabled for the AWS account root user, If any security groups are configured to allow unrestricted access.) <br/> Where can all this information be found in one location?",Amazon QuickSight dashboard,AWS CloudTrail trails,AWS Trusted Advisor report,IAM credential report,,['c'],#Security,https://aws.amazon.com/premiumsupport/technology/trusted-advisor/best-practice-checklist/,,
pe-20,048,Which Amazon EC2 pricing model should be used to comply with per-core software license requirements?,Dedicated Hosts,On-Demand Instances,Spot Instances,Reserved Instances,,['a'],,https://aws.amazon.com/ec2/dedicated-hosts/pricing/,,
pe-20,049,Which of the AWS global infrastructure is used to cache copies of content for faster delivery to users across the globe?,AWS Regions,Availability Zones,Edge locations,Data centers,,['c'],"- When your web traffic is geo-dispersed, it's not always feasible and certainly not cost effective to replicate your entire infrastructure across the globe.",,,
pe-20,050,"Using AWS Config to record, audit, and evaluate changes to AWS resources to enable traceability is an example of which AWS Well-Architected Framework pillar?",Security,Operational excellence,Performance efficiency,Cost optimization,,['a'],,https://d1.awsstatic.com/whitepapers/architecture/AWS_Well-Architected_Framework.pdf,,
pe-21,001,A user needs to quickly deploy a non-relational database on AWS. The user does not want to manage the underlying hardware or the database software. <br/> Which AWS service can be used to accomplish this?,Amazon RDS,Amazon DynamoDB,Amazon Aurora,Amazon Redshift,,['b'],,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/SQLtoNoSQL.html,,
pe-21,002,A Cloud Practitioner is developing a disaster recovery plan and intends to replicate data between multiple geographic areas.<br/> Which of the following meets these requirements?,AWS Accounts,AWS Regions,Availability Zones,Edge locations,,['b'],,https://www.botmetric.com/blog/having-a-disaster-recovery-plan-is-pivotal-the-dos-and-donts-on-aws-cloud/,,
pe-21,003,Which features and benefits does the AWS Organizations service provide? (Choose two.),Establishing real-time communications between members of an internal team,Facilitating the use of NoSQL databases,Providing automated security checks,Implementing consolidated billing,Enforcing the governance of AWS accounts,"['d', 'e']",,https://aws.amazon.com/organizations/,,
pe-21,004,Which AWS service is used to automate configuration management using Chef and Puppet?,AWS Config,AWS OpsWorks,AWS CloudFormation,AWS Systems Manager,,['b'],,https://aws.amazon.com/opsworks/,,
pe-21,005,Which tool is best suited for combining the billing of AWS accounts that were previously independent from one another?,Detailed billing report,Consolidated billing,AWS Cost and Usage report,Cost allocation report,,['b'],,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/consolidated-billing.html,,
pe-21,006,The AWS Total Cost of Ownership (TCO) Calculator is used to:,"receive reports that break down AWS Cloud compute costs by duration, resource, or tags",estimate savings when comparing the AWS Cloud to an on-premises environment,estimate a monthly bill for the AWS Cloud resources that will be used,enable billing alerts to monitor actual AWS costs compared to estimated costs,,['b'],,https://aws.amazon.com/tco-calculator/,,
pe-21,007,Which AWS services can be used to provide network connectivity between an on-premises network and a VPC? (Choose two.),Amazon Route 53,AWS Direct Connect,AWS Data Pipeline,AWS VPN,Amazon Connect,"['b', 'd']",,https://aws.amazon.com/directconnect/faqs/,,
pe-21,008,"Under the AWS shared responsibility model, which of the following are customer responsibilities? (Choose two.)",Setting up server-side encryption on an Amazon S3 bucket,Amazon RDS instance patching,Network and firewall configurations,Physical security of data center facilities,Compute capacity availability,"['a', 'c']",,https://aws.amazon.com/compliance/shared-responsibility-model/,,
pe-21,009,What is the MINIMUM AWS Support plan level that will provide users with access to the AWS Support API?,Developer,Enterprise,Business,Basic,,['c'],,https://aws.amazon.com/premiumsupport/plans/,,
pe-21,010,"A company has deployed several relational databases on Amazon EC2 instances. Every month, the database software vendor releases new security patches that need to be applied to the databases. <br/> What is the MOST efficient way to apply the security patches?","Connect to each database instance on a monthly basis, and download and apply the necessary security patches from the vendor.",Enable automatic patching for the instances using the Amazon RDS console.,"In AWS Config, configure a rule for the instances and the required patch level.",Use AWS Systems Manager to automate database patching according to a schedule.,,['d'],,https://aws.amazon.com/rds/faqs/,,
pe-21,011,"A company wants to use Amazon Elastic Compute Cloud (Amazon EC2) to deploy a global commercial application. The deployment solution should be built with the highest redundancy and fault tolerance. <br/> Based on this situation, the Amazon EC2 instances should be deployed:",in a single Availability Zone in one AWS Region,with multiple Elastic Network Interfaces belonging to different subnets,across multiple Availability Zones in one AWS Region,across multiple Availability Zones in two AWS Regions,,['c'],,https://jayendrapatil.com/aws-high-availability-fault-tolerance-architecture-certification/,,
pe-21,012,"A company has an application with users in both Australia and Brazil. All the company infrastructure is currently provisioned in the Asia Pacific (Sydney) Region in Australia, and Brazilian users are experiencing high latency. <br/> What should the company do to reduce latency?",Implement AWS Direct Connect for users in Brazil,Provision resources in the South America (São Paulo) Region in Brazil.,Use AWS Transit Gateway to quickly route users from Brazil to the application,Launch additional Amazon EC2 instances in Sydney to handle the demand,,['b'],,https://aws.amazon.com/transit-gateway/,,
pe-21,013,An Amazon EC2 instance runs only when needed yet must remain active for the duration of the process. <br/> What is the most appropriate purchasing option?,Dedicated Instances,Spot Instances,On-Demand Instances,Reserved Instances,,['c'],,,,
pe-21,014,"Which AWS dashboard displays relevant and timely information to help users manage events in progress, and provides proactive notifications to help plan for scheduled activities?",AWS Service Health Dashboard,AWS Personal Health Dashboard,AWS Trusted Advisor dashboard,Amazon CloudWatch dashboard,,['b'],,https://aws.amazon.com/premiumsupport/technology/personal-health-dashboard/,,
pe-21,015,Which AWS hybrid storage service enables a user's on-premises applications to seamlessly use AWS Cloud storage?,AWS Backup,Amazon Connect,AWS Direct Connect,AWS Storage Gateway,,['d'],,https://aws.amazon.com/storagegateway/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order=desc,,
pe-21,016,Which of the following acts as a virtual firewall at the Amazon EC2 instance level to control traffic for one or more instances?,Access keys,Virtual private gateways,Security groups,Access Control Lists (ACL),,['c'],,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html,,
pe-21,017,What is the most efficient way to establish network connectivity from on-premises to multiple VPCs in different AWS Regions?,Use AWS Direct Connect,Use AWS VPN,Use AWS Client VPN,Use an AWS Transit Gateway,,['d'],,https://d1.awsstatic.com/whitepapers/building-a-scalable-and-secure-multi-vpc-aws-network-infrastructure.pdf,,
pe-21,018,"Which AWS Support plan provides access to architectural and operational reviews, as well as 24/7 access to Senior Cloud Support Engineers through email, online chat, and phone?",Basic,Business,Developer,Enterprise,,['d'],,https://aws.amazon.com/premiumsupport/plans/enterprise/,,
pe-21,019,"Which AWS service or feature helps restrict the AWS services, resources, and individual API actions the users and roles in each member account can access?",Amazon Cognito,AWS Organizations,AWS Shield,AWS Firewall Manager,,['b'],,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_introduction.html,,
pe-21,020,What is the best resource for a user to find compliance-related information and reports about AWS?,AWS Artifact,AWS Marketplace,Amazon Inspector,AWS Support,,['a'],,https://aws.amazon.com/compliance/faq/,,
pe-21,021,"Which Amazon S3 storage class is optimized to provide access to data with lower resiliency requirements, but rapid access when needed such as duplicate backups?",Amazon S3 Standard,Amazon S3 Glacier Deep Archive,Amazon S3 One Zone-Infrequent Access,Amazon S3 Glacier,,['c'],,https://aws.amazon.com/s3/storage-classes/,,
pe-21,022,What is an Availability Zone in AWS?,One or more physical data centers,A completely isolated geographic location,One or more edge locations based around the world,A data center location with a single source of power and networking,,['a'],,https://aws.amazon.com/about-aws/global-infrastructure/regions_az/,,
pe-21,023,Which AWS services can be used as infrastructure automation tools? (Choose two.),AWS CloudFormation,Amazon CloudFront,AWS Batch,AWS OpsWorks,Amazon QuickSight,"['a', 'd']",,https://blog.newrelic.com/engineering/best-cloud-infrastructure-automation-tools/,,
pe-21,024,Which AWS service enables users to create copies of resources across AWS Regions?,Amazon ElastiCache,AWS CloudFormation,AWS CloudTrail,AWS Systems Manager,,['b'],,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-concepts.html,,
pe-21,025,"A user would like to encrypt data that is received, stored, and managed by AWS CloudTrail. <br/> Which AWS service will provide this capability?",AWS Secrets Manager,AWS Systems Manager,AWS Key Management Service (AWS KMS),AWS Certificate Manager,,['c'],,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/data-protection.html,,
pe-21,026,Which AWS Cloud benefit eliminates the need for users to try estimating future infrastructure usage?,Easy and fast deployment of applications in multiple Regions around the world,Security of the AWS Cloud,Elasticity of the AWS Cloud,Lower variable costs due to massive economies of scale,,['c'],,,,
pe-21,027,What credential components are required to gain programmatic access to an AWS account? (Choose two.),An access key ID,A primary key,A secret access key,A user ID,A secondary key,"['a', 'c']",,https://docs.aws.amazon.com/general/latest/gr/aws-sec-cred-types.html,,
pe-21,028,Which of the following are AWS compute services? (Select two.),Amazon Lightsail,AWS Systems Manager,AWS CloudFormation,AWS Batch,Amazon Inspector,"['a', 'd']",,https://docs.aws.amazon.com/whitepapers/latest/aws-overview/compute-services.html,,
pe-21,029,"How can a company separate costs for network traffic, Amazon EC2, Amazon S3, and other AWS services by department?",Add department-specific tags to each resource,Create a separate VPC for each department,Create a separate AWS account for each department,Use AWS Organizations,,['c'],,,,
pe-21,030,What is a benefit of consolidated billing for AWS accounts?,Access to AWS Personal Health Dashboard,Combined usage volume discounts,Improved account security,Centralized AWS IAM,,['b'],,https://jayendrapatil.com/aws-consolidated-billing/,,
pe-21,031,"Which AWS service will allow a user to set custom cost and usage limits, and will alert when the thresholds are exceeded?",AWS Organizations,AWS Budgets,Cost Explorer,AWS Trusted Advisor,,['b'],,https://aws.amazon.com/getting-started/hands-on/control-your-costs-free-tier-budgets/,,
pe-21,032,Which AWS service provides the ability to detect inadvertent data leaks of personally identifiable information (PII) and user credential data?,Amazon GuardDuty,Amazon Inspector,Amazon Macie,AWS Shield,,['c'],,https://aws.amazon.com/macie/,,
pe-21,033,Which tool can be used to monitor AWS service limits?,AWS Total Cost of Ownership (TCO) Calculator,AWS Trusted Advisor,AWS Personal Health Dashboard,AWS Cost and Usage report,,['b'],,https://aws.amazon.com/blogs/mt/monitoring-service-limits-with-trusted-advisor-and-amazon-cloudwatch/,,
pe-21,034,A company has distributed its workload on both the AWS Cloud and some on-premises servers. <br/> What type of architecture is this?,Virtual private network,Virtual private cloud,Hybrid cloud,Private cloud,,['c'],,https://aws.amazon.com/hybrid/,,
pe-21,035,Which of the following describes a security best practice that can be implemented using AWS IAM?,Disable AWS Management Console access for all users,Generate secret keys for every IAM user,Grant permissions to users who are required to perform a given task only,Store AWS credentials within Amazon EC2 instances,,['c'],,https://cloudcheckr.com/cloud-security/top-5-iam-best-practices/,,
pe-21,036,"What can be used to automate and manage secure, well-architected, multi-account AWS environments?",AWS shared responsibility model,AWS Control Tower,AWS Security Hub,AWS Well-Architected Tool,,['b'],"- Control Tower automates the process of setting up a new baseline multi-account AWS environment that is secure, well-architected, and ready to use.",,,
pe-21,037,Which AWS service or feature allows a user to easily scale connectivity among thousands of VPCs?,VPC peering,AWS Transit Gateway,AWS Direct Connect,AWS Global Accelerator,,['b'],,https://aws.amazon.com/blogs/training-and-certification/explore-the-aws-transit-gateway-networking-and-scaling-digital-course/,,
pe-21,038,A company needs protection from expanded distributed denial of service (DDoS) attacks on its website and assistance from AWS experts during such events. <br/> Which AWS managed service will meet these requirements?,AWS Shield Advanced,AWS Firewall Manager,AWS WAF,Amazon GuardDuty,,['a'],,https://docs.aws.amazon.com/waf/latest/developerguide/ddos-overview.html,,
pe-21,039,A company's application has flexible start and end times. <br/> Which Amazon EC2 pricing model will be the MOST cost-effective?,On-Demand Instances,Spot Instances,Reserved Instances,Dedicated Hosts,,['b'],,https://aws.amazon.com/ec2/pricing/,,
pe-21,040,"Under the AWS shared responsibility model, what are the customer's responsibilities? (Choose two.)",Physical and environmental security,Physical network devices including firewalls,Storage device decommissioning,Security of data in transit,Data integrity authentication,"['d', 'e']",,,,
pe-21,041,"A cloud practitioner has a data analysis workload that is infrequently executed and can be interrupted without harm. To optimize for cost, which Amazon EC2 purchasing option should be used?",On-Demand Instances,Reserved Instances,Spot Instances,Dedicated Hosts,,['c'],,https://aws.amazon.com/ec2/pricing/,,
pe-21,042,"Which AWS container service will help a user install, operate, and scale the cluster management infrastructure?",Amazon Elastic Container Registry (Amazon ECR),AWS Elastic Beanstalk,Amazon Elastic Container Service (Amazon ECS),Amazon Elastic Block Store (Amazon EBS),,['c'],,,,
pe-21,043,Which of the following allows an application running on an Amazon EC2 instance to securely write data to an Amazon S3 bucket without using long term credentials?,Amazon Cognito,AWS Shield,AWS IAM role,AWS IAM user access key,,['c'],,,,
pe-21,044,A company with a Developer-level AWS Support plan provisioned an Amazon RDS database and cannot connect to it. <br/> Who should the developer contact for this level of support?,AWS Support using a support case,AWS Professional Services,AWS technical account manager,AWS consulting partners,,['a'],,,,
pe-21,045,What is the purpose of having an internet gateway within a VPC?,To create a VPN connection to the VPC,To allow communication between the VPC and the Internet,To impose bandwidth constraints on internet traffic,To load balance traffic from the Internet across Amazon EC2 instances,,['b'],,,,
pe-21,046,A company must ensure that its endpoint for a database instance remains the same after a single Availability Zone service interruption. The application needs to resume database operations without the need for manual administrative intervention. <br/> How can these requirements be met?,Use multiple Amazon Route 53 routes to the standby database instance endpoint hosted on AWS Storage Gateway.,Configure Amazon RDS Multi-Availability Zone deployments with automatic failover to the standby.,Add multiple Application Load Balancers and deploy the database instance with AWS Elastic Beanstalk.,Deploy a single Network Load Balancer to distribute incoming traffic across multiple Amazon CloudFront origins.,,['b'],,,,
pe-21,047,Which AWS managed service can be used to distribute traffic between one or more Amazon EC2 instances?,NAT gateway,Elastic Load Balancing,Amazon Athena,AWS PrivateLink,,['b'],,,,
pe-21,048,AWS Trusted Advisor provides recommendations on which of the following? (Choose two.),Cost optimization,Auditing,Serverless architecture,Performance,Scalability,"['a', 'd']",,,,
